종목코드,종목명,시장구분,현재가,등락률,거래량,시가총액
002790,아모레퍼시픽홀딩스,KOSPI,26900.0,2.67,281833.0,2137425042000.0
002795,아모레퍼시픽홀딩스우,KOSPI,11250.0,1.08,14869.0,72492412500.0
00279K,아모레퍼시픽홀딩스3우C,KOSPI,20400.0,0.99,14170.0,144680880000.0
002810,삼영무역,KOSPI,14960.0,-0.2,22179.0,276265542080.0
002820,SUN&L,KOSPI,3015.0,3.61,20213.0,38013086835.0
002840,미원상사,KOSPI,184000.0,0.88,3117.0,874000000000.0
002870,신풍,KOSPI,1176.0,10.63,1829353.0,41111431200.0
002880,대유에이텍,KOSPI,1002.0,0.5,22760.0,46837508040.0
002900,TYM,KOSPI,4980.0,-2.54,145914.0,224353760880.0
002920,유성기업,KOSPI,1979.0,0.51,28498.0,51350102500.0
002960,한국쉘석유,KOSPI,397000.0,-1.37,3397.0,516100000000.0
002990,금호건설,KOSPI,3195.0,3.4,155740.0,118204648200.0
002995,금호건설우,KOSPI,12090.0,3.33,1640.0,3533495940.0
003000,부광약품,KOSPI,3995.0,-0.25,73917.0,273476410645.0
003010,혜인,KOSPI,4990.0,-1.19,37614.0,63436607530.0
003030,세아제강지주,KOSPI,222500.0,-8.06,22540.0,921518682500.0
003060,에이프로젠바이오로직스,KOSPI,651.0,-1.06,252792.0,129163507095.0
003070,코오롱글로벌,KOSPI,9070.0,0.22,15604.0,171719706910.0
003075,코오롱글로벌우,KOSPI,15410.0,0.33,525.0,11414757170.0
003080,SB성보,KOSPI,2625.0,0.0,3834.0,52552500000.0
003090,대웅,KOSPI,27450.0,8.28,596028.0,1595997351000.0
003120,일성아이에스,KOSPI,19820.0,-0.3,15455.0,263606000000.0
003160,디아이,KOSPI,14920.0,-1.39,341391.0,422236000000.0
003200,일신방직,KOSPI,10550.0,1.25,56415.0,242228000000.0
003220,대원제약,KOSPI,13750.0,-1.22,31313.0,308379266250.0
003230,삼양식품,KOSPI,1082000.0,-2.61,78347.0,8150722230000.0
003240,태광산업,KOSPI,925000.0,-4.93,4087.0,1029895000000.0
003280,흥아해운,KOSPI,1579.0,-0.06,3823671.0,379630915521.0
003300,한일홀딩스,KOSPI,17030.0,1.31,58437.0,525084014520.0
003350,한국화장품제조,KOSPI,50200.0,1.31,32404.0,227506400000.0
003460,유화증권,KOSPI,2625.0,-0.19,44947.0,148843839375.0
003465,유화증권우,KOSPI,2490.0,0.0,1704.0,43516298250.0
003470,유안타증권,KOSPI,3330.0,-2.35,826641.0,664656598080.0
003475,유안타증권우,KOSPI,3315.0,-0.75,210378.0,42803982780.0
003480,한진중공업홀딩스,KOSPI,5300.0,-4.68,155119.0,156508003600.0
003490,대한항공,KOSPI,22650.0,0.67,671567.0,8340197971650.0
003495,대한항공우,KOSPI,22900.0,0.44,1786.0,25437182600.0
003520,영진약품,KOSPI,2170.0,-1.59,286896.0,396877226270.0
003530,한화투자증권,KOSPI,4370.0,-2.02,2312820.0,937573776750.0
003535,한화투자증권우,KOSPI,6640.0,-0.75,11880.0,31872000000.0
003540,대신증권,KOSPI,23100.0,0.65,264423.0,1172865540000.0
003545,대신증권우,KOSPI,18700.0,-1.68,130696.0,486200000000.0
003547,대신증권2우B,KOSPI,17490.0,-1.46,70595.0,174900000000.0
003550,LG,KOSPI,70800.0,-0.28,224672.0,11133382482000.0
003555,LG우,KOSPI,58800.0,-1.01,5630.0,177058501200.0
003560,IHQ,KOSPI,10760.0,0.0,0.0,76220934800.0
003570,SNT다이내믹스,KOSPI,44900.0,6.9,137583.0,1493046095300.0
003580,HLB글로벌,KOSPI,3000.0,-0.66,62309.0,150949734000.0
003610,방림,KOSPI,4125.0,-0.12,35426.0,165833901750.0
003620,KG모빌리티,KOSPI,3380.0,-1.31,217937.0,684027202560.0
003650,미창석유,KOSPI,103800.0,-0.67,1250.0,180577953600.0
003670,포스코퓨처엠,KOSPI,116500.0,-0.09,315401.0,9024465130000.0
003680,한성기업,KOSPI,5130.0,-0.58,13477.0,31854811950.0
003690,코리안리,KOSPI,9270.0,0.32,261679.0,1805990957370.0
003720,삼영,KOSPI,4010.0,-0.62,60273.0,136340000000.0
003780,진양산업,KOSPI,5760.0,0.52,63444.0,74880000000.0
003830,대한화섬,KOSPI,130000.0,0.15,644.0,172640000000.0
003850,보령,KOSPI,8620.0,-1.37,89520.0,739485724340.0
003920,남양유업,KOSPI,73700.0,-2.25,8991.0,451880200200.0
003925,남양유업우,KOSPI,45900.0,-0.22,14670.0,91800000000.0
003960,사조대림,KOSPI,40000.0,-3.61,38385.0,366578680000.0
004000,롯데정밀화학,KOSPI,37200.0,-1.85,45913.0,959760000000.0
004020,현대제철,KOSPI,27450.0,-2.66,652675.0,3663086798250.0
004060,SG세계물산,KOSPI,329.0,-1.5,486078.0,66597811840.0
004080,신흥,KOSPI,14570.0,-0.14,197.0,138415000000.0
004090,한국석유,KOSPI,12110.0,0.5,35742.0,153725793200.0
004100,태양금속,KOSPI,2900.0,1.93,1327770.0,106430000000.0
004105,태양금속우,KOSPI,4095.0,3.02,141232.0,13513500000.0
004140,동방,KOSPI,2365.0,0.42,457293.0,113453226590.0
004150,한솔홀딩스,KOSPI,2790.0,0.36,243032.0,114464269800.0
004170,신세계,KOSPI,170800.0,-3.99,49843.0,1647396914800.0
004250,NPC,KOSPI,4465.0,0.11,140554.0,163954800000.0
004255,NPC우,KOSPI,2440.0,1.04,22680.0,12883200000.0
004270,남성,KOSPI,1059.0,-0.09,47604.0,38348677440.0
004310,현대약품,KOSPI,3440.0,-1.29,150351.0,110080000000.0
004360,세방,KOSPI,13780.0,-0.22,44439.0,266073748200.0
004365,세방우,KOSPI,9040.0,-0.99,7059.0,33350820000.0
004370,농심,KOSPI,406000.0,-4.25,49203.0,2469552652000.0
004380,삼익THK,KOSPI,9960.0,0.0,0.0,209160000000.0
004410,서울식품,KOSPI,158.0,0.64,410906.0,59211378322.0
004415,서울식품우,KOSPI,1252.0,-0.48,1644.0,2785074000.0
004430,송원산업,KOSPI,11800.0,0.25,10593.0,283200000000.0
004440,삼일씨엔에스,KOSPI,4540.0,3.18,83542.0,57803039380.0
004450,삼화왕관,KOSPI,35750.0,-1.79,882.0,77019049250.0
004490,세방전지,KOSPI,65500.0,-2.09,36136.0,917000000000.0
004540,깨끗한나라,KOSPI,2190.0,0.46,71783.0,81557117670.0
004545,깨끗한나라우,KOSPI,11840.0,-1.09,759.0,4335334400.0
004560,현대비앤지스틸,KOSPI,11980.0,-0.99,18678.0,180644155780.0
004690,삼천리,KOSPI,134200.0,0.15,36861.0,544184355000.0
004700,조광피혁,KOSPI,57600.0,-2.37,3273.0,382990348800.0
004710,한솔테크닉스,KOSPI,4920.0,-1.8,107792.0,157980599760.0
004720,팜젠사이언스,KOSPI,4365.0,2.11,175684.0,79448691960.0
004770,써니전자,KOSPI,1698.0,1.49,378303.0,62321497032.0
004800,효성,KOSPI,64600.0,3.53,108500.0,1081430292200.0
004830,덕성,KOSPI,5700.0,-1.04,96578.0,89376000000.0
004835,덕성우,KOSPI,7960.0,1.4,9932.0,11080320000.0
004840,DRB동일,KOSPI,4495.0,1.47,15462.0,89585350000.0
004870,티웨이홀딩스,KOSPI,604.0,-0.82,216774.0,68350750376.0
004890,동일산업,KOSPI,43400.0,-0.91,1315.0,105254331000.0
004910,조광페인트,KOSPI,5520.0,0.36,25547.0,70656000000.0
004920,씨아이테크,KOSPI,1178.0,5.65,216020.0,58977504154.0
004960,한신공영,KOSPI,8150.0,-1.81,37919.0,94301221300.0
004970,신라교역,KOSPI,9480.0,0.0,16683.0,151680000000.0
004980,성신양회,KOSPI,8880.0,1.95,136029.0,217702728240.0
004985,성신양회우,KOSPI,11730.0,0.86,23683.0,8629115850.0
004990,롯데지주,KOSPI,29800.0,0.0,424513.0,3126295262600.0
00499K,롯데지주우,KOSPI,40000.0,-0.25,23900.0,32224120000.0
005010,휴스틸,KOSPI,4670.0,-5.94,1020634.0,262398310250.0
005030,부산주공,KOSPI,486.0,0.0,0.0,38288532168.0
005070,코스모신소재,KOSPI,33200.0,1.37,411520.0,1079357099200.0
005090,SGC에너지,KOSPI,24200.0,-0.21,23244.0,348705858600.0
005110,한창,KOSPI,1254.0,0.0,0.0,23332434378.0
005180,빙그레,KOSPI,88400.0,-2.32,31833.0,844724145200.0
005250,녹십자홀딩스,KOSPI,14580.0,-0.82,87793.0,685671301800.0
005257,녹십자홀딩스2우,KOSPI,29550.0,29.89,29435.0,24999004500.0
005300,롯데칠성,KOSPI,107700.0,0.84,16552.0,999335806800.0
005305,롯데칠성우,KOSPI,66500.0,0.0,751.0,51558115000.0
005320,온타이드,KOSPI,527.0,0.0,213140.0,35584210467.0
005360,모나미,KOSPI,2080.0,1.71,55268.0,39306398560.0
005380,현대차,KOSPI,184000.0,-0.7,538182.0,37675428944000.0
005385,현대차우,KOSPI,146500.0,-0.95,68966.0,3419450640000.0
005387,현대차2우B,KOSPI,146600.0,-0.74,101533.0,5125712138000.0
005389,현대차3우B,KOSPI,146400.0,-0.75,6626.0,340738972800.0
005390,신성통상,KOSPI,2965.0,-0.34,590266.0,426095376350.0
005420,코스모화학,KOSPI,13940.0,1.23,203499.0,535410698320.0
005430,한국공항,KOSPI,53200.0,-0.19,3727.0,168450086000.0
005440,현대지에프홀딩스,KOSPI,7390.0,-0.94,306043.0,1152132784390.0
005490,POSCO홀딩스,KOSPI,244000.0,-2.4,329321.0,19747640288000.0
005500,삼진제약,KOSPI,18110.0,0.33,25159.0,251729000000.0
005610,SPC삼립,KOSPI,53100.0,0.57,16946.0,458200377900.0
005680,삼영전자,KOSPI,10910.0,0.09,21793.0,218200000000.0
005690,파미셀,KOSPI,11830.0,0.77,513939.0,710000684120.0
005720,넥센,KOSPI,5780.0,-0.69,93317.0,309484187060.0
005725,넥센우,KOSPI,3910.0,-2.25,6280.0,14078346000.0
005740,크라운해태홀딩스,KOSPI,6940.0,-3.34,290020.0,103040588180.0
005745,크라운해태홀딩스우,KOSPI,8530.0,-0.93,1520.0,5124192780.0
005750,대림바스,KOSPI,4305.0,1.29,11207.0,71773993200.0
005800,신영와코루,KOSPI,12130.0,-0.33,7597.0,109170000000.0
005810,풍산홀딩스,KOSPI,32400.0,1.25,32356.0,467120260800.0
005820,원림,KOSPI,14790.0,0.07,4371.0,33986976300.0
005830,DB손해보험,KOSPI,98300.0,-2.19,202807.0,6959640000000.0
005850,에스엘,KOSPI,30400.0,-4.1,113703.0,1412035008000.0
005870,휴니드,KOSPI,8430.0,-0.82,192258.0,118998006450.0
005880,대한해운,KOSPI,1540.0,-0.96,2181835.0,494663323000.0
005930,삼성전자,KOSPI,56800.0,1.07,12870515.0,336235433969600.0
005935,삼성전자우,KOSPI,46350.0,0.54,817556.0,37820425676400.0
005940,NH투자증권,KOSPI,17210.0,-0.17,805348.0,5636142465790.0
005945,NH투자증권우,KOSPI,15380.0,0.26,119943.0,290235487840.0
005950,이수화학,KOSPI,5400.0,-0.55,25070.0,122702790600.0
005960,동부건설,KOSPI,5080.0,0.59,56353.0,116569048040.0
005965,동부건설우,KOSPI,20400.0,1.75,327.0,4604932800.0
006040,동원산업,KOSPI,46300.0,-0.43,29896.0,1834595089200.0
006060,화승인더,KOSPI,4715.0,-2.08,103386.0,260833800000.0
006090,사조오양,KOSPI,8820.0,-0.11,13340.0,83108557980.0
006110,삼아알미늄,KOSPI,18950.0,-3.32,53587.0,278790808200.0
006120,SK디스커버리,KOSPI,47900.0,2.24,32790.0,878862254500.0
006125,SK디스커버리우,KOSPI,37900.0,0.66,17766.0,49742044500.0
006200,한국전자홀딩스,KOSPI,709.0,0.42,88586.0,33183423424.0
006220,제주은행,KOSPI,9270.0,-2.93,192237.0,350392623390.0
006260,LS,KOSPI,160700.0,0.88,146487.0,5174540000000.0
006280,녹십자,KOSPI,127500.0,0.24,20912.0,1490033595000.0
006340,대원전선,KOSPI,2855.0,-1.38,728269.0,214065544625.0
006345,대원전선우,KOSPI,3865.0,-0.9,8070.0,10130938000.0
006360,GS건설,KOSPI,22550.0,-0.44,521218.0,1929862599500.0
006370,대구백화점,KOSPI,7380.0,-2.12,121149.0,79863489180.0
006380,카프로,KOSPI,3660.0,0.0,0.0,618539985360.0
006390,한일현대시멘트,KOSPI,15890.0,-0.19,29607.0,307116708080.0
006400,삼성SDI,KOSPI,172800.0,2.31,438261.0,11882510784000.0
006405,삼성SDI우,KOSPI,102200.0,-0.87,6733.0,165348971200.0
006490,인스코비,KOSPI,1520.0,2.36,1398411.0,184568313440.0
006570,대림통상,KOSPI,2675.0,2.29,26080.0,40726875000.0
006650,대한유화,KOSPI,81200.0,-1.69,11604.0,527800000000.0
006660,삼성공조,KOSPI,14400.0,0.07,65344.0,117018921600.0
006740,영풍제지,KOSPI,1005.0,-2.14,65763.0,56186754090.0
006800,미래에셋증권,KOSPI,15620.0,0.45,4013255.0,8908342292960.0
006805,미래에셋증권우,KOSPI,6830.0,7.9,617205.0,96137372500.0
00680K,미래에셋증권2우B,KOSPI,5960.0,3.47,3640741.0,819500000000.0
006840,AK홀딩스,KOSPI,11660.0,-2.26,11043.0,154466561260.0
006880,신송홀딩스,KOSPI,7840.0,0.26,92222.0,92738246720.0
006890,태경케미컬,KOSPI,11560.0,-0.69,12657.0,134096000000.0
006980,우성,KOSPI,17250.0,-0.98,1884.0,53302500000.0
007070,GS리테일,KOSPI,14950.0,-2.54,169002.0,1249930854250.0
007110,일신석재,KOSPI,2085.0,0.0,1782257.0,161497031850.0
007120,미래아이앤지,KOSPI,1044.0,1.95,40474.0,30149266752.0
007160,사조산업,KOSPI,49650.0,-1.29,25546.0,248250000000.0
007210,벽산,KOSPI,2195.0,-0.23,87952.0,146757700000.0
007280,한국특강,KOSPI,1618.0,0.43,12479.0,98395937198.0
007310,오뚜기,KOSPI,391000.0,-1.76,4368.0,1567061530000.0
007340,DN오토모티브,KOSPI,21700.0,-1.14,46564.0,1269685770500.0
007460,에이프로젠,KOSPI,662.0,-2.22,1783154.0,206429259512.0
007540,샘표,KOSPI,45000.0,-0.33,7286.0,129411000000.0
007570,일양약품,KOSPI,12890.0,-2.13,46334.0,246014208960.0
007575,일양약품우,KOSPI,13080.0,0.23,4039.0,5821646400.0
007590,동방아그로,KOSPI,6190.0,0.16,4660.0,84292801630.0
007610,선도전기,KOSPI,3000.0,0.0,0.0,54000000000.0
007660,이수페타시스,KOSPI,38100.0,-0.78,764947.0,2796891243900.0
007690,국도화학,KOSPI,33200.0,-0.3,4687.0,307459622400.0
007700,F&F홀딩스,KOSPI,15160.0,-3.19,55053.0,592973803720.0
007810,코리아써키트,KOSPI,10070.0,0.8,25477.0,237860962570.0
007815,코리아써우,KOSPI,5430.0,0.18,2544.0,16098266700.0
00781K,코리아써키트2우B,KOSPI,5470.0,0.0,422.0,4286833530.0
007860,서연,KOSPI,9540.0,0.85,644069.0,223997711760.0
007980,TP,KOSPI,1458.0,4.59,754736.0,74613339540.0
008040,사조동아원,KOSPI,1145.0,-1.21,747525.0,161610567000.0
008060,대덕,KOSPI,7690.0,-1.54,181248.0,260615253500.0
00806K,대덕1우,KOSPI,8130.0,0.37,780.0,9856462410.0
008110,대동전자,KOSPI,15040.0,0.0,0.0,157776322880.0
008250,이건산업,KOSPI,5440.0,-0.55,27305.0,59582334400.0
008260,NI스틸,KOSPI,3500.0,-1.96,75750.0,100100409500.0
008350,남선알미늄,KOSPI,1222.0,-0.65,604330.0,157734647980.0
008355,남선알미우,KOSPI,12570.0,-1.8,1532.0,3870177300.0
008420,문배철강,KOSPI,2255.0,-1.74,82349.0,46235403775.0
008490,서흥,KOSPI,19210.0,4.01,57590.0,222242660730.0
008500,일정실업,KOSPI,12230.0,1.92,50156.0,14676000000.0
008600,윌비스,KOSPI,445.0,-1.11,1082604.0,29920037355.0
008700,아남전자,KOSPI,1449.0,0.42,237276.0,111753864180.0
008730,율촌화학,KOSPI,31600.0,9.53,305692.0,783680000000.0
008770,호텔신라,KOSPI,49850.0,0.5,222221.0,1956518831850.0
008775,호텔신라우,KOSPI,48150.0,2.88,24321.0,36202973850.0
008870,금비,KOSPI,57100.0,-1.55,543.0,57100000000.0
008930,한미사이언스,KOSPI,34800.0,-1.69,101048.0,2380025940000.0
008970,동양철관,KOSPI,1386.0,-5.59,8277449.0,220821704334.0
009070,KCTC,KOSPI,4010.0,0.88,104473.0,120300000000.0
009140,경인전자,KOSPI,19780.0,0.0,1368.0,31070364660.0
009150,삼성전기,KOSPI,120800.0,-1.15,204952.0,9022998476800.0
009155,삼성전기우,KOSPI,55300.0,-0.9,14385.0,160756215200.0
009160,SIMPAC,KOSPI,4870.0,-0.61,115259.0,318641742920.0
009180,한솔로지스틱스,KOSPI,2240.0,-0.44,73974.0,63069048000.0
009190,대양금속,KOSPI,1764.0,-0.4,406407.0,74723015304.0
